timestamp,app_id,package_name,category,start_type,this_time_ms,total_time_ms,wait_time_ms,foreground_state,battery,charging,headphones,screen_on,time_bucket,weekend
2026-04-02 13:31:50,amazon,com.amazon.mShop.android.shopping,commerce,cold,2455,2619,2289,foreground,97.5,0,0,1,afternoon,0
2026-04-02 15:13:14,phonepe,com.phonepe.app,financial,cold,2247,2403,1826,foreground,97.5,0,0,1,afternoon,0
2026-04-02 16:47:18,paytm,net.one97.paytm,financial,cold,2192,2339,1880,foreground,97.4,0,0,1,afternoon,0
2026-04-02 17:12:52,samsung_health,com.sec.android.app.shealth,health,cold,2317,2451,2247,foreground,97.3,0,0,1,evening,0
2026-04-02 17:25:24,instagram,com.instagram.android,social,cold,2734,2734,2612,foreground,97.2,0,1,1,evening,0
2026-04-02 18:08:02,whatsapp,com.whatsapp,social,cold,2113,2168,1958,foreground,97.1,0,0,1,evening,0
2026-04-02 18:19:23,youtube,com.google.android.youtube,media,cold,3613,3988,3282,foreground,97.0,0,1,1,evening,0
2026-04-02 18:26:23,spotify,com.spotify.music,media,cold,2377,2540,2255,foreground,96.9,0,0,1,evening,0
2026-04-02 18:57:14,netflix,com.netflix.mediaclient,media,cold,4759,5147,4091,foreground,96.8,0,0,1,evening,0
2026-04-02 19:07:43,gmail,com.google.android.gm,productivity,cold,1811,1885,1591,foreground,96.7,0,0,1,evening,0
2026-04-02 19:20:39,slack,com.Slack,productivity,cold,3714,4041,3354,foreground,96.6,0,0,1,evening,0
2026-04-02 19:35:07,chrome,com.android.chrome,utility,cold,1328,1410,1150,foreground,96.5,0,0,1,evening,0
2026-04-02 19:54:07,google_maps,com.google.android.apps.maps,utility,cold,2837,2935,2437,foreground,96.5,0,1,1,evening,0
2026-04-02 21:19:28,amazon,com.amazon.mShop.android.shopping,commerce,cold,2655,2857,2377,foreground,96.4,0,0,1,evening,0
2026-04-02 21:23:54,phonepe,com.phonepe.app,financial,cold,2217,2316,1787,foreground,96.3,0,1,1,evening,0
2026-04-02 21:33:03,paytm,net.one97.paytm,financial,cold,2268,2457,2089,foreground,96.1,0,0,1,evening,0
2026-04-02 21:48:17,samsung_health,com.sec.android.app.shealth,health,cold,2277,2328,2017,foreground,96.1,0,1,1,evening,0
2026-04-02 22:45:21,instagram,com.instagram.android,social,cold,3000,3216,2555,foreground,96.0,0,1,1,night,0
2026-04-02 22:47:37,whatsapp,com.whatsapp,social,cold,2328,2477,1953,foreground,96.0,0,0,1,night,0
2026-04-02 23:31:00,youtube,com.google.android.youtube,media,cold,3353,3422,3006,foreground,96.5,1,0,1,night,0
2026-04-02 23:47:48,spotify,com.spotify.music,media,cold,2750,2913,2348,foreground,97.0,1,0,1,night,0
2026-04-02 23:54:27,netflix,com.netflix.mediaclient,media,cold,4219,4715,3607,foreground,97.6,1,1,1,night,0
2026-04-02 23:55:54,gmail,com.google.android.gm,productivity,cold,1779,1904,1683,foreground,98.3,1,1,1,night,0
2026-04-03 00:12:21,slack,com.Slack,productivity,cold,2634,2634,1947,foreground,98.7,1,0,1,night,0
2026-04-03 00:31:57,chrome,com.android.chrome,utility,cold,996,1072,801,foreground,99.1,1,0,1,night,0
2026-04-03 00:44:36,google_maps,com.google.android.apps.maps,utility,cold,2655,2861,2030,foreground,99.9,1,0,1,night,0
2026-04-03 00:49:57,amazon,com.amazon.mShop.android.shopping,commerce,cold,3116,3273,2692,foreground,100,1,0,1,night,0
2026-04-03 01:35:36,phonepe,com.phonepe.app,financial,cold,2006,2036,1750,foreground,100,1,0,1,night,0
2026-04-03 01:51:28,paytm,net.one97.paytm,financial,cold,2167,2312,1956,foreground,100,1,0,1,night,0
2026-04-03 02:38:55,samsung_health,com.sec.android.app.shealth,health,cold,2646,2766,2566,foreground,100,1,0,1,night,0
2026-04-03 02:45:52,instagram,com.instagram.android,social,cold,2657,2854,2360,foreground,100,1,0,1,night,0
2026-04-03 02:46:05,whatsapp,com.whatsapp,social,cold,1498,1552,1269,foreground,100,1,0,1,night,0
2026-04-03 02:49:19,youtube,com.google.android.youtube,media,cold,3817,4185,3115,foreground,100,1,0,1,night,0
2026-04-03 03:32:13,spotify,com.spotify.music,media,cold,3020,3372,2826,foreground,100,1,0,1,night,0
2026-04-03 03:56:18,netflix,com.netflix.mediaclient,media,cold,4092,4471,3497,foreground,100,1,0,1,night,0
2026-04-03 04:15:27,gmail,com.google.android.gm,productivity,cold,1294,1294,1133,foreground,100,1,0,1,night,0
2026-04-03 04:24:54,slack,com.Slack,productivity,cold,2889,3142,2450,foreground,100,1,0,1,night,0
2026-04-03 04:34:31,chrome,com.android.chrome,utility,cold,919,1083,753,foreground,100,1,0,1,night,0
2026-04-03 05:45:41,google_maps,com.google.android.apps.maps,utility,cold,3113,3450,2716,foreground,100,1,0,1,morning,0
2026-04-03 05:49:00,amazon,com.amazon.mShop.android.shopping,commerce,cold,2685,2795,2413,foreground,100,1,0,1,morning,0
2026-04-03 06:28:06,phonepe,com.phonepe.app,financial,cold,1779,1779,1583,foreground,100,1,0,1,morning,0
2026-04-03 07:03:32,paytm,net.one97.paytm,financial,cold,2277,2348,1977,foreground,99.9,0,0,1,morning,0
2026-04-03 08:31:19,samsung_health,com.sec.android.app.shealth,health,cold,2161,2325,1645,foreground,99.7,0,1,1,morning,0
2026-04-03 09:41:26,instagram,com.instagram.android,social,cold,2755,2846,2495,foreground,99.6,0,0,1,morning,0
2026-04-03 09:52:06,whatsapp,com.whatsapp,social,cold,2107,2220,1843,foreground,99.5,0,1,1,morning,0
2026-04-03 10:39:35,youtube,com.google.android.youtube,media,cold,3405,3679,2796,foreground,99.3,0,0,1,morning,0
2026-04-03 10:46:44,spotify,com.spotify.music,media,cold,2640,2707,2397,foreground,99.3,0,0,1,morning,0
2026-04-03 10:52:06,netflix,com.netflix.mediaclient,media,cold,4836,5175,4234,foreground,99.1,0,0,1,morning,0
2026-04-03 10:54:59,gmail,com.google.android.gm,productivity,cold,1678,1725,1386,foreground,99.1,0,0,1,morning,0
2026-04-03 10:56:13,slack,com.Slack,productivity,cold,2634,2765,2298,foreground,99.0,0,0,1,morning,0
2026-04-03 11:13:58,chrome,com.android.chrome,utility,cold,1257,1373,1158,foreground,98.9,0,0,1,morning,0
2026-04-03 11:25:16,google_maps,com.google.android.apps.maps,utility,cold,2862,2957,2666,foreground,98.8,0,0,1,morning,0
2026-04-03 11:35:40,amazon,com.amazon.mShop.android.shopping,commerce,cold,2494,2737,2290,foreground,98.7,0,0,1,morning,0
2026-04-03 11:44:59,phonepe,com.phonepe.app,financial,cold,1871,2088,1713,foreground,98.5,0,0,1,morning,0
2026-04-03 11:58:50,paytm,net.one97.paytm,financial,cold,2242,2450,1972,foreground,98.4,0,0,1,morning,0
2026-04-03 12:14:59,samsung_health,com.sec.android.app.shealth,health,cold,3083,3215,2745,foreground,98.3,0,0,1,afternoon,0
2026-04-03 13:47:18,instagram,com.instagram.android,social,cold,3488,3771,3183,foreground,98.3,0,0,1,afternoon,0
2026-04-03 14:41:14,whatsapp,com.whatsapp,social,cold,1843,1889,1787,foreground,98.2,0,0,1,afternoon,0
2026-04-03 15:00:48,youtube,com.google.android.youtube,media,cold,3921,3921,3558,foreground,98.1,0,0,1,afternoon,0
2026-04-03 15:06:42,spotify,com.spotify.music,media,cold,3018,3106,2562,foreground,98.0,0,0,1,afternoon,0
2026-04-03 16:07:28,netflix,com.netflix.mediaclient,media,cold,3385,3705,2938,foreground,97.9,0,0,1,afternoon,0
2026-04-03 16:11:36,gmail,com.google.android.gm,productivity,cold,1607,1700,1443,foreground,97.8,0,0,1,afternoon,0
2026-04-03 16:15:04,slack,com.Slack,productivity,cold,3042,3066,2490,foreground,97.7,0,0,1,afternoon,0
2026-04-03 16:28:20,chrome,com.android.chrome,utility,cold,1296,1299,1124,foreground,97.5,0,0,1,afternoon,0
2026-04-03 16:44:45,google_maps,com.google.android.apps.maps,utility,cold,2863,3211,2587,foreground,97.5,0,0,1,afternoon,0
2026-04-03 16:52:32,amazon,com.amazon.mShop.android.shopping,commerce,cold,2597,2696,2137,foreground,97.4,0,0,1,afternoon,0
2026-04-03 16:55:54,phonepe,com.phonepe.app,financial,cold,1639,1706,1542,foreground,97.4,0,0,1,afternoon,0
2026-04-03 17:05:53,paytm,net.one97.paytm,financial,cold,2079,2285,1794,foreground,97.2,0,0,1,evening,0
2026-04-03 17:13:48,samsung_health,com.sec.android.app.shealth,health,cold,2133,2228,1705,foreground,97.1,0,0,1,evening,0
2026-04-03 18:28:42,instagram,com.instagram.android,social,cold,2767,2861,2390,foreground,97.0,0,1,1,evening,0
2026-04-03 18:54:54,whatsapp,com.whatsapp,social,cold,2328,2445,1871,foreground,96.8,0,0,1,evening,0
2026-04-03 18:57:06,youtube,com.google.android.youtube,media,cold,3588,3949,3301,foreground,96.7,0,1,1,evening,0
2026-04-03 19:31:43,spotify,com.spotify.music,media,cold,2996,3025,2670,foreground,96.6,0,0,1,evening,0
2026-04-03 19:36:04,netflix,com.netflix.mediaclient,media,cold,4940,5504,4179,foreground,96.6,0,1,1,evening,0
2026-04-03 19:39:16,gmail,com.google.android.gm,productivity,cold,1652,1747,1469,foreground,96.5,0,0,1,evening,0
2026-04-03 20:13:45,slack,com.Slack,productivity,cold,3649,3935,3199,foreground,96.3,0,0,1,evening,0
2026-04-03 20:48:53,chrome,com.android.chrome,utility,cold,1333,1419,1085,foreground,96.2,0,1,1,evening,0
2026-04-03 20:54:45,google_maps,com.google.android.apps.maps,utility,cold,2650,2829,2156,foreground,96.1,0,0,1,evening,0
2026-04-03 22:04:35,amazon,com.amazon.mShop.android.shopping,commerce,cold,2750,3002,2543,foreground,96.0,0,1,1,night,0
2026-04-03 22:33:44,phonepe,com.phonepe.app,financial,cold,1803,2014,1576,foreground,95.9,0,1,1,night,0
2026-04-03 22:44:27,paytm,net.one97.paytm,financial,cold,2019,2189,1735,foreground,95.7,0,1,1,night,0
2026-04-03 23:55:55,samsung_health,com.sec.android.app.shealth,health,cold,2364,2468,1891,foreground,96.1,1,0,1,night,0
2026-04-04 00:08:50,instagram,com.instagram.android,social,cold,3165,3307,2716,foreground,96.7,1,0,1,night,1
2026-04-04 00:11:30,whatsapp,com.whatsapp,social,cold,2477,2545,2065,foreground,97.5,1,0,1,night,1
2026-04-04 00:36:33,youtube,com.google.android.youtube,media,cold,2613,2765,2534,foreground,98.2,1,0,1,night,1
2026-04-04 00:48:49,spotify,com.spotify.music,media,cold,2466,2546,2209,foreground,98.8,1,0,1,night,1
2026-04-04 01:19:20,netflix,com.netflix.mediaclient,media,cold,4509,4602,3797,foreground,99.2,1,0,1,night,1
2026-04-04 01:42:39,gmail,com.google.android.gm,productivity,cold,1706,1845,1554,foreground,100,1,0,1,night,1
2026-04-04 01:43:40,slack,com.Slack,productivity,cold,2846,3105,2602,foreground,100,1,0,1,night,1
2026-04-04 02:19:03,chrome,com.android.chrome,utility,cold,985,1077,789,foreground,100,1,0,1,night,1
2026-04-04 02:29:33,google_maps,com.google.android.apps.maps,utility,cold,3296,3520,2696,foreground,100,1,0,1,night,1
2026-04-04 02:36:53,amazon,com.amazon.mShop.android.shopping,commerce,cold,2639,2700,2326,foreground,100,1,0,1,night,1
2026-04-04 03:07:58,phonepe,com.phonepe.app,financial,cold,2268,2441,1901,foreground,100,1,0,1,night,1
2026-04-04 04:38:24,paytm,net.one97.paytm,financial,cold,1897,2088,1783,foreground,100,1,0,1,night,1
2026-04-04 04:41:39,samsung_health,com.sec.android.app.shealth,health,cold,2269,2496,1935,foreground,100,1,0,1,night,1
2026-04-04 06:14:41,instagram,com.instagram.android,social,cold,3312,3575,2899,foreground,100,1,0,1,morning,1
2026-04-04 06:44:37,whatsapp,com.whatsapp,social,cold,2449,2720,2248,foreground,100,1,0,1,morning,1
2026-04-04 06:54:03,youtube,com.google.android.youtube,media,cold,3280,3438,2866,foreground,100,1,0,1,morning,1
2026-04-04 06:54:29,spotify,com.spotify.music,media,cold,2738,2873,2418,foreground,100,1,0,1,morning,1
2026-04-04 06:57:20,netflix,com.netflix.mediaclient,media,cold,3909,4190,3634,foreground,100,1,0,1,morning,1
2026-04-04 06:59:08,gmail,com.google.android.gm,productivity,cold,1772,1890,1535,foreground,100,1,0,1,morning,1
2026-04-04 07:03:58,slack,com.Slack,productivity,cold,3078,3196,2608,foreground,99.9,0,0,1,morning,1
2026-04-04 07:27:09,chrome,com.android.chrome,utility,cold,1264,1361,1226,foreground,99.8,0,0,1,morning,1
2026-04-04 07:29:08,google_maps,com.google.android.apps.maps,utility,cold,3597,3841,3403,foreground,99.7,0,1,1,morning,1
2026-04-04 07:34:01,amazon,com.amazon.mShop.android.shopping,commerce,cold,2694,2764,2392,foreground,99.6,0,0,1,morning,1
2026-04-04 07:47:12,phonepe,com.phonepe.app,financial,cold,1669,1763,1341,foreground,99.5,0,0,1,morning,1
2026-04-04 08:05:47,paytm,net.one97.paytm,financial,cold,2737,2959,2403,foreground,99.4,0,0,1,morning,1
2026-04-04 08:13:13,samsung_health,com.sec.android.app.shealth,health,cold,2386,2534,2037,foreground,99.3,0,0,1,morning,1
2026-04-04 08:16:00,instagram,com.instagram.android,social,cold,2991,3136,2470,foreground,99.2,0,0,1,morning,1
2026-04-04 09:06:48,whatsapp,com.whatsapp,social,cold,2252,2494,2044,foreground,99.1,0,0,1,morning,1
2026-04-04 09:12:59,youtube,com.google.android.youtube,media,cold,3611,3854,3425,foreground,99.1,0,0,1,morning,1
2026-04-04 09:21:35,spotify,com.spotify.music,media,cold,2980,3137,2825,foreground,98.9,0,0,1,morning,1
2026-04-04 10:37:30,netflix,com.netflix.mediaclient,media,cold,3968,4281,3190,foreground,98.8,0,0,1,morning,1
2026-04-04 11:22:13,gmail,com.google.android.gm,productivity,cold,1807,1848,1682,foreground,98.7,0,0,1,morning,1
2026-04-04 11:54:55,slack,com.Slack,productivity,cold,3217,3483,2980,foreground,98.6,0,0,1,morning,1
2026-04-04 12:22:08,chrome,com.android.chrome,utility,cold,1418,1515,1240,foreground,98.5,0,0,1,afternoon,1
2026-04-04 13:26:57,google_maps,com.google.android.apps.maps,utility,cold,2489,2670,2414,foreground,98.4,0,0,1,afternoon,1
2026-04-04 13:49:38,amazon,com.amazon.mShop.android.shopping,commerce,cold,2457,2634,2221,foreground,98.3,0,0,1,afternoon,1
2026-04-04 14:05:53,phonepe,com.phonepe.app,financial,cold,1228,1392,1133,foreground,98.2,0,0,1,afternoon,1
2026-04-04 14:09:50,paytm,net.one97.paytm,financial,cold,1996,2083,1781,foreground,98.1,0,0,1,afternoon,1
2026-04-04 14:16:12,samsung_health,com.sec.android.app.shealth,health,cold,2126,2267,1816,foreground,98.1,0,0,1,afternoon,1
2026-04-04 14:31:15,instagram,com.instagram.android,social,cold,3380,3501,3175,foreground,98.0,0,0,1,afternoon,1
2026-04-04 15:16:31,whatsapp,com.whatsapp,social,cold,2397,2533,2094,foreground,97.9,0,0,1,afternoon,1
2026-04-04 15:22:16,youtube,com.google.android.youtube,media,cold,2988,3120,2678,foreground,97.7,0,0,1,afternoon,1
2026-04-04 15:35:42,spotify,com.spotify.music,media,cold,2842,3004,2661,foreground,97.7,0,0,1,afternoon,1
2026-04-04 16:14:40,netflix,com.netflix.mediaclient,media,cold,4144,4262,3694,foreground,97.5,0,0,1,afternoon,1
2026-04-04 16:50:46,gmail,com.google.android.gm,productivity,cold,1958,2119,1653,foreground,97.5,0,0,1,afternoon,1
2026-04-04 16:53:07,slack,com.Slack,productivity,cold,3402,3530,3132,foreground,97.4,0,0,1,afternoon,1
